score,proximity_score,mean_member_km,nearest_home_m,housing_status,site_code,site_name,council,address,size_ha,site_type,development_potential,previous_use,lat,lon,km_from_glasgow_centre,km_from_glasgow_airport,km_from_cumbernauld_airport,in_airport_frz,map_url
6,2,20.1,41.3,violation,1473,,Glasgow City,DOVE STREET / NITSHILL ROAD,1.16,Vacant Land,Developable - Short Term,Unknown,55.812402,-4.360849,8.3,7.5,28.1,False,"https://www.google.com/maps/search/?api=1&query=55.812402,-4.360849"
6,2,18.5,21.6,violation,4384,FRM DRUMRY HOUSE,Glasgow City,40 KINFAUNS DRUMCHAPEL,0.69,Vacant Land,Developable - Medium Term,"Residential - Hotels, Hostels etc",55.909068,-4.370498,9.2,6.2,24.6,False,"https://www.google.com/maps/search/?api=1&query=55.909068,-4.370498"
6,2,22.0,1.8,violation,8360306,SALISBURY PL/LILAC AVENUE,West Dunbartonshire,MOUNTBLOW CLYDEBANK,1.8,Derelict,Developable - Medium Term,Residential - Housing,55.9183,-4.436218,13.2,5.9,28.6,False,"https://www.google.com/maps/search/?api=1&query=55.918300,-4.436218"
6,2,19.3,39.6,violation,NL008491977,SITE OF FORMER BURNSIDE COURT TOWER BLOCK (NLMK129,North Lanarkshire,KIRK STREET COATBRIDGE,0.52,Derelict,Developable - Undetermined,Residential - Housing,55.856753,-4.032923,14.0,25.1,10.7,False,"https://www.google.com/maps/search/?api=1&query=55.856753,-4.032923"
6,2,21.7,0.9,violation,NL008501846,PROPOSED HOUSING SITE NLMW1161,North Lanarkshire,COMMUNITY ROAD ORBISTON BELLSHILL,0.87,Vacant Land,Developable - Medium Term,Transport,55.807082,-4.025832,15.5,26.4,16.0,False,"https://www.google.com/maps/search/?api=1&query=55.807082,-4.025832"
6,2,24.3,6.5,violation,NL008502025,FORMER ALLAN & COURSINGTON TOWER BLOCKS (NLMW1374),North Lanarkshire,COURSINGTON ROAD MOTHERWELL,0.71,Derelict,Developable - Medium Term,Residential - Housing,55.793515,-3.980972,18.6,29.5,17.2,False,"https://www.google.com/maps/search/?api=1&query=55.793515,-3.980972"
6,2,23.4,30.3,violation,NL008491324,SITE OF FORMER PLAINS PRIMARY SCHOOL,North Lanarkshire,MEADOWHEAD ROAD PLAINS,0.55,Derelict,Developable - Undetermined,Education,55.878511,-3.933662,20.3,31.3,8.4,False,"https://www.google.com/maps/search/?api=1&query=55.878511,-3.933662"
6,2,22.8,0.2,violation,NL008381692,SITE OF FORMER ABRONHILL HIGH SCHOOL,North Lanarkshire,LARCH ROAD ABRONHILL CUMBERNAULD,2.69,Derelict,Developable - Undetermined,Education,55.958565,-3.952456,22.0,31.8,2.2,True,"https://www.google.com/maps/search/?api=1&query=55.958565,-3.952456"
5,3,13.4,0.3,violation,4052,,Glasgow City,MOIR STREET,0.54,Vacant Land,Developable - Medium Term,Transport,55.855742,-4.24164,0.9,12.1,19.2,False,"https://www.google.com/maps/search/?api=1&query=55.855742,-4.241640"
5,3,13.5,33.1,violation,2802,POSSILPARK H.S.,Glasgow City,ARDOCH STREET/ CARBETH STREET.,0.55,Derelict,Developable - Medium Term,Education,55.881817,-4.255758,2.7,11.3,18.6,False,"https://www.google.com/maps/search/?api=1&query=55.881817,-4.255758"
5,2,15.6,17.9,violation,3522,,Glasgow City,FLEURS AVENUE,0.94,Derelict,Developable - Undetermined,Transport,55.84598,-4.300168,3.1,8.6,22.9,False,"https://www.google.com/maps/search/?api=1&query=55.845980,-4.300168"
5,3,13.3,0.3,violation,1683,N.I.S.A.,Glasgow City,SPRINGFIELD ROAD KINNEAR ROAD GAILES STREET,2.16,Derelict,Developable - Medium Term,Residential - Housing,55.847359,-4.204734,3.4,14.5,17.9,False,"https://www.google.com/maps/search/?api=1&query=55.847359,-4.204734"
5,2,19.2,0.1,violation,3243,CLEDDENS PRIMARY,Glasgow City,KATEWELL AVENUE,2.09,Vacant Land,Developable - Short Term,Education,55.915996,-4.3827,10.3,6.4,25.3,False,"https://www.google.com/maps/search/?api=1&query=55.915996,-4.382700"
5,1,27.9,0.0,violation,350825,,Renfrewshire,HIGHCRAIG AVENUE (EAST) JOHNSTONE,1.63,Derelict,Developable - Medium Term,Education,55.826637,-4.524675,17.2,7.2,36.5,False,"https://www.google.com/maps/search/?api=1&query=55.826637,-4.524675"
5,1,28.1,0.2,violation,350824,,Renfrewshire,HIGHCRAIG AVENUE (WEST) JOHNSTONE,1.59,Derelict,Developable - Medium Term,Education,55.825308,-4.52767,17.4,7.4,36.8,False,"https://www.google.com/maps/search/?api=1&query=55.825308,-4.527670"
5,1,28.4,2.0,violation,NL008502033,GOWKTHRAPPLE NORTH WEST ALLERSHAW AND BIRKSHAW TOW,North Lanarkshire,ALLERSHAW PLACE GOWKTHRAPPLE WISHAW,1.83,Derelict,Developable - Medium Term,Residential - Housing,55.762506,-3.931007,22.9,33.5,20.9,False,"https://www.google.com/maps/search/?api=1&query=55.762506,-3.931007"
5,1,25.5,0.8,violation,NL008490437,LAND ADJACENT TO 68 MAIN STREET,North Lanarkshire,MAIN STREET CALDERCRUIX,0.6,Derelict,Developable - Undetermined,Residential - Housing,55.88792,-3.885008,23.4,34.4,9.1,False,"https://www.google.com/maps/search/?api=1&query=55.887920,-3.885008"
5,1,38.5,12.6,violation,67,N,East Ayrshire,HIGH ST. NEWMILNS,0.55,Vacant Land,Developable - Medium Term,Unknown,55.609149,-4.325164,28.0,29.4,43.5,False,"https://www.google.com/maps/search/?api=1&query=55.609149,-4.325164"
5,0,41.6,0.5,violation,8460512,FMR GREENOCK ACAEDEMY,Inverclyde,MADEIRA STREET GREENOCK,1.0,Vacant Land,Developable - Short Term,Education,55.956817,-4.779854,34.6,23.9,49.8,False,"https://www.google.com/maps/search/?api=1&query=55.956817,-4.779854"
4,3,14.1,33.6,violation,3807,CITY WHARF,Glasgow City,CHEAPSIDE STREET WARROCH STREET,0.73,Vacant Land,Developable - Short Term,Other General Industry,55.857851,-4.271691,1.0,10.2,20.7,False,"https://www.google.com/maps/search/?api=1&query=55.857851,-4.271691"
4,3,13.3,31.5,violation,4172,ST JAMES'S P.S.,Glasgow City,STEVENSON STREET GREEN STREET,0.8,Vacant Land and Buildings,Developable - Medium Term,Education,55.85275,-4.233223,1.5,12.6,19.0,False,"https://www.google.com/maps/search/?api=1&query=55.852750,-4.233223"
4,3,13.1,3.0,violation,1812,,Glasgow City,80 MELBOURNE ST,0.9,Vacant Land,Developable - Short Term,Other General Industry,55.85801,-4.228635,1.7,12.9,18.4,False,"https://www.google.com/maps/search/?api=1&query=55.858010,-4.228635"
4,3,13.1,2.6,violation,3484,MEAT MARKET (S),Glasgow City,BELLGROVE STREET GRAHAMS SQUARE/ GALLOWGATE,1.52,Vacant Land,Developable - Short Term,Manufacturing,55.856892,-4.227341,1.8,13.0,18.4,False,"https://www.google.com/maps/search/?api=1&query=55.856892,-4.227341"
4,3,14.7,29.5,violation,295,,Glasgow City,NORTH OF 67 COLLINA STREET,1.88,Derelict,Developable - Short Term,Unknown,55.892536,-4.298204,4.7,9.0,20.7,False,"https://www.google.com/maps/search/?api=1&query=55.892536,-4.298204"
4,3,14.2,32.1,violation,3232,,Glasgow City,41-125 EASTERHILL ST.,0.66,Derelict,Developable - Medium Term,Unknown,55.841193,-4.174469,5.4,16.5,16.9,False,"https://www.google.com/maps/search/?api=1&query=55.841193,-4.174469"
4,3,14.2,1.9,violation,812,,Glasgow City,E OF BRAIDFAULD STREET,1.51,Derelict,Developable - Medium Term,Transport,55.840626,-4.174549,5.4,16.5,17.0,False,"https://www.google.com/maps/search/?api=1&query=55.840626,-4.174549"
4,2,18.8,6.5,violation,4060,DRUMRY P.S.,Glasgow City,DRUMRY ROAD EAST DUNKENNY ROAD / ABBOTSHALL AV,1.93,Derelict,Developable - Short Term,Education,55.90918,-4.377258,9.5,6.0,25.1,False,"https://www.google.com/maps/search/?api=1&query=55.909180,-4.377258"
4,2,18.9,1.3,violation,NL008491226,LAND SOUTH OF FORMER TRAVELLERS SITE,North Lanarkshire,MOLLINSBURN ROAD ANNATHILL,0.61,Derelict,Developable - Short Term,Recreation & Leisure,55.911157,-4.036922,14.9,25.3,5.4,False,"https://www.google.com/maps/search/?api=1&query=55.911157,-4.036922"
2,2,17.9,15.3,violation,NL008491645,SITE OF FORMER DRUMPARK SCHOOL,North Lanarkshire,COATBRIDGE ROAD COATBRIDGE,2.02,Derelict,Developable - Short Term,Education,55.85664,-4.067254,11.8,23.0,11.5,False,"https://www.google.com/maps/search/?api=1&query=55.856640,-4.067254"
2,2,20.4,22.3,violation,NL008492021,FORMER COUNCIL HOUSES,North Lanarkshire,DUNOTTAR AVENUE COATBRIDGE,0.58,Derelict,Developable - Short Term,Residential - Housing,55.845682,-4.014869,15.1,26.3,11.6,False,"https://www.google.com/maps/search/?api=1&query=55.845682,-4.014869"
2,2,24.6,1.0,violation,NL008501840,PROPOSED HOUSING SITE NLMW1224,North Lanarkshire,MABEL STREET MOTHERWELL,0.64,Derelict,Developable - Short Term,Residential - Housing,55.784444,-3.987848,18.7,29.4,18.3,False,"https://www.google.com/maps/search/?api=1&query=55.784444,-3.987848"
2,1,25.9,0.3,violation,NL008501521,LAND AT 137 CRAIGTNUEK STREET,North Lanarkshire,CRAIGNEUK STREET CRAIGNEUK WISHAW,0.47,Derelict,Developable - Medium Term,Residential - Housing,55.781641,-3.96152,20.3,31.0,18.6,False,"https://www.google.com/maps/search/?api=1&query=55.781641,-3.961520"
1,3,13.5,18.2,violation,2230,,Glasgow City,DALMARNOCK ROAD/ MORDAUNT STREET/ BALTIC STREET,1.37,Derelict,Developable - Short Term,Manufacturing,55.842685,-4.215762,3.0,13.9,18.8,False,"https://www.google.com/maps/search/?api=1&query=55.842685,-4.215762"
1,2,20.5,40.8,violation,350816,,Renfrewshire,SEEDHILL ROAD (AUCHENTORLIE) PAISLEY (EAST),0.82,Vacant Land and Buildings,Developable - Short Term,Residential - Housing,55.842683,-4.399808,9.2,3.3,28.6,True,"https://www.google.com/maps/search/?api=1&query=55.842683,-4.399808"
0,3,13.0,0.0,violation,4006,HAGHILL P.S.,Glasgow City,MARWICK STREET/ WALTER STREET / AITKEN STREET,0.56,Vacant Land and Buildings,Developable - Short Term,Education,55.861872,-4.206819,3.1,14.2,17.0,False,"https://www.google.com/maps/search/?api=1&query=55.861872,-4.206819"
0,3,14.4,48.7,violation,8445348,,South Lanarkshire,HARRIET STREET RUTHERGLEN,0.41,Derelict,Developable - Medium Term,Other General Industry,55.826298,-4.219891,4.1,14.1,20.1,False,"https://www.google.com/maps/search/?api=1&query=55.826298,-4.219891"
0,2,22.3,30.2,violation,8510505,OAKSHAW BRAE (WEST),Renfrewshire,OAKSHAW BRAE (WEST) PAISLEY (CENTRAL),0.4,Vacant Land and Buildings,Developable - Medium Term,Education,55.84524,-4.435222,11.3,2.3,30.6,True,"https://www.google.com/maps/search/?api=1&query=55.845240,-4.435222"
0,1,30.6,12.2,violation,8410348,BONHILL PS,West Dunbartonshire,MAIN STREET BONHILL,0.47,Derelict,Developable - Short Term,Education,55.978855,-4.574361,24.1,15.4,37.1,False,"https://www.google.com/maps/search/?api=1&query=55.978855,-4.574361"
-1,2,24.6,24.1,violation,NL008501454,SITE OF FORMER SCHOOL/COUNCIL OFFICE,North Lanarkshire,BRANDON STREET MOTHERWELL,0.45,Derelict,Developable - Short Term,Offices,55.786795,-3.984762,18.7,29.5,18.0,False,"https://www.google.com/maps/search/?api=1&query=55.786795,-3.984762"
-3,1,29.7,0.1,violation,NL008501834,FORMER OVERTOWN PRIMARY SCHOOL (HOUSING SITE NLMW1,North Lanarkshire,MAIN STREET OVERTOWN,0.4,Vacant Land and Buildings,Developable - Short Term,Education,55.75822,-3.90622,24.5,35.2,21.7,False,"https://www.google.com/maps/search/?api=1&query=55.758220,-3.906220"
-4,1,27.3,19.1,violation,NL008500758,SITE OF FORMER BELHAVEN WORKS (ENGINEERING),North Lanarkshire,HEATHERY ROAD WISHAW,0.44,Derelict,Developable - Short Term,Manufacturing,55.775718,-3.936604,22.0,32.7,19.4,False,"https://www.google.com/maps/search/?api=1&query=55.775718,-3.936604"
-7,1,35.0,5.7,violation,659,CHURCH STREET,Renfrewshire,CHURCH STREET LOCHWINNOCH,0.4,Vacant Land and Buildings,Developable - Short Term,Manufacturing,55.793439,-4.629468,24.5,14.7,44.0,False,"https://www.google.com/maps/search/?api=1&query=55.793439,-4.629468"
