FID,local_authority,site_name,site_code,address,datazone,development_potential,east,north,owner_1,owner_2,period,previous_use,site_size,site_type,la_s_code,sh_src,sh_date_uploaded,sh_src_id
pub_vdl.2638,Renfrewshire,MEADOWSIDE STREET,626,MEADOWSIDE STREET RENFREW (BRAEHEAD),S01012187,Developable - Short Term,250866,668350,Other Private,Not applicable (i.e. only one owner),1996-2000,Storage,2.93,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1599
pub_vdl.2639,Renfrewshire,FERGUSLIE PARK AVENUE (NORTH),633,FERGUSLIE PARK AVENUE (NORTH) PAISLEY (FERGUSLIE),S01012068,Developable - Short Term,246843,664869,Local Authority,Not applicable (i.e. only one owner),1996-2000,Residential - Housing,4.26,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1596
pub_vdl.2640,Renfrewshire,RUSSELL STREET,638,RUSSELL STREET JOHNSTONE,S01012048,Developable - Medium Term,243191,663339,Other Private,Not applicable (i.e. only one owner),1996-2000,Storage,0.27,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1572
pub_vdl.2641,Renfrewshire,MAXWELLTON STREET,648,MAXWELLTON STREET PAISLEY (CENTRAL),S01012074,Developable - Medium Term,247169,663356,Other Private,Not applicable (i.e. only one owner),1996-2000,Recreation & Leisure,0.38,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1605
pub_vdl.2642,Renfrewshire,CHURCH STREET,659,CHURCH STREET LOCHWINNOCH,S01012019,Developable - Short Term,235247,658701,Local Authority,Not applicable (i.e. only one owner),1996-2000,Manufacturing,0.4,Vacant Land and Buildings,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1642
pub_vdl.2645,Renfrewshire,RENFREW ROAD,8441296,RENFREW ROAD RENFREW (BRAEHEAD),S01012182,Developable - Short Term,252562,666266,Unknown Private,Not applicable (i.e. only one owner),1986-1990,Unknown,2.14,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1584
pub_vdl.2647,Renfrewshire,"BURNBRAE ROAD, PHOENIX",8510030,"BURNBRAE ROAD, PHOENIX LINWOOD (PHOENIX)",S01012051,Developable - Short Term,244093,663783,Other Private,Not applicable (i.e. only one owner),1981-1985,Unknown,4.01,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1576
pub_vdl.2648,Renfrewshire,,8510033,BURNBRAE DRIVE LINWOOD,S01012062,Developable - Short Term,244584,663979,Other Private,Not applicable (i.e. only one owner),1981-1985,Transport,2.88,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1663
pub_vdl.2649,Renfrewshire,KILMACOLM ROAD,8510248,KILMACOLM ROAD BRIDGE OF WEIR,S01012240,Developable - Short Term,238508,665899,Other Private,Not applicable (i.e. only one owner),1981-1985,Passive Open Space,0.15,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1659
pub_vdl.2650,Renfrewshire,STIRRAT STREET (WEST),8510250,STIRRAT STREET (WEST) PAISLEY (FERGUSLIE),S01012158,Developable - Short Term,246796,665025,Other Private,Not applicable (i.e. only one owner),1981-1985,Unknown,6.25,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1593
pub_vdl.2651,Renfrewshire,KINGS INCH ROAD (SOUTH WEST),8510327,KINGS INCH ROAD (SOUTH WEST) RENFREW (BRAEHEAD),S01012183,Developable - Short Term,251181,667712,Other Private,Not applicable (i.e. only one owner),1986-1990,Storage,0.76,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1640
pub_vdl.2654,Renfrewshire,"LINWOOD ROAD, PHOENIX (NORTH)",8510458,"LINWOOD ROAD, PHOENIX (NORTH) LINWOOD (PHOENIX)",S01012062,Developable - Short Term,245761,664506,Other Private,Not applicable (i.e. only one owner),1986-1990,Manufacturing,5.1,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1588
pub_vdl.2655,Renfrewshire,MOSSLAND ROAD,8510488,MOSSLAND ROAD (WEST) HILLINGTON,S01012182,Developable - Short Term,250988,665970,Other Private,Not applicable (i.e. only one owner),1986-1990,Unknown,2.72,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1645
pub_vdl.2656,Renfrewshire,"PEGASUS AVENUE, PHOENIX",8510490,"PEGASUS AVENUE, PHOENIX LINWOOD (PHOENIX)",S01012062,Developable - Short Term,245050,664269,Other Private,Not applicable (i.e. only one owner),1986-1990,Manufacturing,1.79,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1594
pub_vdl.2659,Renfrewshire,NAPIER ROAD,8510541,NAPIER ROAD ( WEST ) HILLINGTON,S01012182,Developable - Short Term,251763,666081,Other Private,Not applicable (i.e. only one owner),1991-1995,Agriculture,2.2,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1602
pub_vdl.2660,Renfrewshire,DEE DRIVE,8510559,DEE DRIVE PAISLEY (FOXBAR),S01012080,Developable - Undetermined,245654,662500,Local Authority,Not applicable (i.e. only one owner),1991-1995,Residential - Housing,1,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1578
pub_vdl.2661,Renfrewshire,DON DRIVE,8510560,DON DRIVE PAISLEY (FOXBAR),S01012080,Developable - Undetermined,245537,662474,Local Authority,Not applicable (i.e. only one owner),1991-1995,Residential - Housing,0.41,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1580
pub_vdl.2662,Renfrewshire,DEE DRIVE,8510561,DEE DRIVE PAISLEY (FOXBAR),S01012080,Developable - Undetermined,245725,662425,Local Authority,Not applicable (i.e. only one owner),1991-1995,Residential - Housing,1.95,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1577
pub_vdl.2663,Renfrewshire,INCHINNAN ROAD,8510599,INCHINNAN ROAD (FILLSHILL) PAISLEY (NORTH),S01012156,Developable - Short Term,248227,665149,Other Private,Not applicable (i.e. only one owner),1991-1995,Other General Industry,0.73,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1589
pub_vdl.2664,Renfrewshire,GAS STREET,8510601,GAS STREET JOHNSTONE,S01012048,Developable - Medium Term,243093,663449,Other Private,Not applicable (i.e. only one owner),1996-2000,Storage,0.28,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1575
pub_vdl.2665,Renfrewshire,CRAIGIELEA DRIVE (NORTH),8510609,CRAIGIELEA DRIVE (NORTH) PAISLEY (FERGUSLIE),S01012068,Developable - Short Term,246938,664780,Local Authority,Not applicable (i.e. only one owner),1996-2000,Residential - Housing,0.63,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1595
pub_vdl.2667,Renfrewshire,BLACKSTOUN ROAD,8510611,BLACKSTOUN ROAD PAISLEY (FERGUSLIE),S01012068,Developable - Short Term,246723,664531,Local Authority,Not applicable (i.e. only one owner),1996-2000,Residential - Housing,0.89,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1574
pub_vdl.2668,Renfrewshire,MILL BRAE,8510621,MILL BRAE BRIDGE OF WEIR,S01012030,Developable - Undetermined,238869,665604,Other Private,Not applicable (i.e. only one owner),1996-2000,Manufacturing,0.68,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1581
pub_vdl.2669,Renfrewshire,"EAST LANE, PAISLEY (FORMER FACTORY / TRAINING CENT",8510623,"EAST LANE, PAISLEY (FORMER FACTORY / TRAINING CENTRE) PAISLEY (EAST)",S01012137,Developable - Medium Term,249512,664018,Other Private,Not applicable (i.e. only one owner),2016,Manufacturing,0.3,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1635
pub_vdl.2670,Renfrewshire,TORRANCE HOUSE,8510625,ERSKINE HARBOUR ERSKINE,S01012029,Developable - Short Term,246400,671580,Other Private,Not applicable (i.e. only one owner),2020,Business Class,1.67,Vacant Land and Buildings,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1646
pub_vdl.2671,Renfrewshire,FORMER CHIVAS FACTORY,8510629,RENFREW ROAD PAISLEY (NORTH),S01012149,Developable - Short Term,248835,665170,Local Authority,Other Private,2022,Manufacturing,0.58,Vacant Land and Buildings,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1671
pub_vdl.2672,Renfrewshire,TILBURY PHOENIX (EAST),8510630,PEGASUS AVENUE LINWOOD (PHOENIX),S01012062,Developable - Short Term,245414,664673,Other Private,Not applicable (i.e. only one owner),1991-1995,Passive Open Space,11.35,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1647
pub_vdl.2673,Scottish Borders,WEENSLAND MILL WEST,HAWICK053,WEENSLAND ROAD HAWICK,S01012367,Developable - Undetermined,351543,615407,Ownership unknown,Ownership unknown,Unknown,Storage,0.11,Vacant Land,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2362
pub_vdl.2674,Renfrewshire,FORMER KELVIN HOUSE,8510631,MARSHALLS LANE PAISLEY (CENTRAL),S01012127,Developable - Short Term,248432,663825,Other Private,Not applicable (i.e. only one owner),2022,Offices,0.24,Vacant Land and Buildings,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1651
pub_vdl.2675,Renfrewshire,,8510632,MACDOWALL STREET PAISLEY (NORTH),S01012155,Developable - Short Term,247723,664519,Other Private,Not applicable (i.e. only one owner),2022,Transport,3.15,Vacant Land and Buildings,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1652
pub_vdl.2676,Renfrewshire,FORMER ST JOESPH'S,8510633,KILBIRNIE ROAD LOCHWINNOCH,S01012023,Developable - Short Term,234445,658588,Other Private,Not applicable (i.e. only one owner),2022,Community & Health,2.6,Derelict,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1653
pub_vdl.2677,Renfrewshire,AIR CARGO SITE,8510634,BURNBRAE ROAD LINWOOD (PHOENIX),S01012051,Developable - Short Term,244272,663893,Other Private,Not applicable (i.e. only one owner),2022,Transport,3.4,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1654
pub_vdl.2678,Renfrewshire,,8510636,CANDREN ROAD PAISLEY (FERGUSLIE),S01012063,Developable - Short Term,246101,664388,Local Authority,Not applicable (i.e. only one owner),2022,Residential - Housing,7.19,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1655
pub_vdl.2679,Renfrewshire,ADJACENT TO HILLINGTON WEST STATION,8510637,QUEEN ELIZABETH AVENUE HILLINGTON,S01012182,Developable - Medium Term,251679,665091,Other Private,Not applicable (i.e. only one owner),2022,Other General Industry,0.24,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1656
pub_vdl.2680,Renfrewshire,,8510638,QUEEN ELIZABETH AVENUE HILLINGTON,S01012182,Developable - Medium Term,251342,665188,Other Private,Not applicable (i.e. only one owner),2022,Other General Industry,1.38,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1657
pub_vdl.2681,Renfrewshire,FORMER AIRPORT PARKING,8510639,WEST MARCH ROAD PAISLEY (NORTH),S01012068,Developable - Short Term,246467,665055,Other Private,Not applicable (i.e. only one owner),2022,Transport,3.73,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1658
pub_vdl.2682,Renfrewshire,WHITELINT GATE,8510640,GORSE CRESCENT BRIDGE OF WEIR,S01012030,Uneconomic to Develop/Soft End Use,239564,665357,Other Private,Not applicable (i.e. only one owner),2022,Nature Conservation,5.1,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1660
pub_vdl.2683,Renfrewshire,FORMER LANDFILL SITE,8510641,MOSS ROAD LINWOOD,S01012030,Uneconomic to Develop/Soft End Use,244229,665850,Local Authority,Not applicable (i.e. only one owner),2022,Community & Health,17.05,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1661
pub_vdl.2684,Renfrewshire,COLLEGE GROUNDS,8510642,RENFREW ROAD PAISLEY (NORTH),S01012153,Developable - Medium Term,248701,665077,Other National/Local Government,Not applicable (i.e. only one owner),2022,Education,2.11,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1662
pub_vdl.2686,Renfrewshire,,8510644,HALLHILL ROAD JOHNSTONE,S01012042,Developable - Short Term,241343,661314,Other Private,Not applicable (i.e. only one owner),2024,Business Class,0.3,Vacant Land and Buildings,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1665
pub_vdl.2687,Renfrewshire,,8510645,LONEND PAISLEY (CENTRAL),S01012128,Developable - Short Term,248499,663604,Other Private,Not applicable (i.e. only one owner),2024,Offices,0.54,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1669
pub_vdl.2688,Renfrewshire,,8510646,SANDHOLES STREET PAISLEY (CENTRAL),S01012070,Developable - Short Term,247330,663906,Other Private,Not applicable (i.e. only one owner),2024,Recreation & Leisure,0.25,Vacant Land,S12000038,0b2c4204-296f-4e05-871e-ba9f5c6d3eda,2025-11-30,1670
pub_vdl.2715,Scottish Borders,FORMER ST MARGARET’S RC PRIMARY SCHOOL,HAWICK049,BUCCLEUCH TERRACE HAWICK TD9 0HU,S01012371,Developable - Medium Term,349996,614386,Local Authority,Not applicable (i.e. only one owner),2020,Education,0.26,Vacant Land,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2345
pub_vdl.2689,Scottish Borders,TRAFALGAR HOUSE,BERCST101,GUARDS ROAD COLDSTREAM,S01012327,Developable - Medium Term,384294,640017,Ownership unknown,Not applicable (i.e. only one owner),Unknown,Community & Health,0.47,Vacant Land and Buildings,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2302
pub_vdl.2690,Scottish Borders,DISUSED CHICKEN HATCHERY,BERDUN100,CLOCKMILL DUNS,S01012302,Developable - Short Term,377426,653177,Other Private,Not applicable (i.e. only one owner),Unknown,Other,0.89,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2307
pub_vdl.2691,Scottish Borders,LAND EAST OF GUNSGREEN LODGE,BEREYE104,STEBBINGS RISE EYEMOUTH,S01012310,Developable - Medium Term,394706,663532,Housing Association,Not applicable (i.e. only one owner),Unknown,Mineral Activity,2.62,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2329
pub_vdl.2692,Scottish Borders,LAND EAST OF A&R BROWNLEE,CENEAR105,EAST END EARLSTON,S01012270,Developable - Short Term,358209,638660,Ownership unknown,Not applicable (i.e. only one owner),Unknown,Manufacturing,0.11,Vacant Land,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2310
pub_vdl.2693,Scottish Borders,BLYNLEE QUARRY,CENGAL103,SW OF BALNAKIEL HOUSE GALASHIELS,S01012273,Uneconomic to Develop/Soft End Use,346716,637233,Ownership unknown,Ownership unknown,Unknown,Mineral Activity,5.04,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2296
pub_vdl.2694,Scottish Borders,NURSERIES AND PLOTS 8&9,CENGAL105,HILLSIDE TERRACE EDINBURGH ROAD GALASHIELS,S01012277,Unknown (uncertain/insufficient information),347870,637634,Ownership unknown,Not applicable (i.e. only one owner),Unknown,Unknown,0.92,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2294
pub_vdl.2695,Scottish Borders,GALAFOOT,CENGAL107,WINSTON ROAD GALASHIELS,S01012282,Developable - Medium Term,351006,635193,Local Authority,Not applicable (i.e. only one owner),Unknown,Transport,1.61,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2305
pub_vdl.2696,Scottish Borders,GALAFOOT,CENGAL108,GALAFOOT LANE GALASHIELS,S01012282,Unknown (uncertain/insufficient information),351105,635196,Local Authority,Not applicable (i.e. only one owner),Unknown,Storage,0.53,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2306
pub_vdl.2697,Scottish Borders,ST AIDAN'S,CENGAL300,GALA PARK GALASHIELS,S01012278,Developable - Short Term,349107,636055,Unknown Private,Not applicable (i.e. only one owner),Unknown,Community & Health,0.17,Vacant Land,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2325
pub_vdl.2698,Scottish Borders,LAND AT DINGLETON HOSPITAL,CENMEL100,DINGLETON ROAD MELROSE,S01012289,Developable - Short Term,353734,632903,Ownership unknown,Not applicable (i.e. only one owner),Unknown,Passive Open Space,6.05,Vacant Land,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2322
pub_vdl.2700,Scottish Borders,FORMER FISH FARM,CENSEL100,ETTRICKHAUGH ROAD SELKIRK TD7 5AX,S01012386,Unknown (uncertain/insufficient information),345748,628069,Ownership unknown,Ownership unknown,Unknown,Other,1.07,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2299
pub_vdl.2701,Scottish Borders,SITE OF FORMER PHILIPHAUGH FARM,CENSEL102,LINGLIE ROAD SELKIRK TD7 5LS,S01012386,Unknown (uncertain/insufficient information),345713,628687,Other Private,Not applicable (i.e. only one owner),Unknown,Other,1.59,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2300
pub_vdl.2702,Scottish Borders,WEENSLAND ROAD,HAWICK054,WEENSLAND ROAD HAWICK,S01012367,Developable - Medium Term,352085,615707,Ownership unknown,Ownership unknown,Unknown,Unknown,0.11,Vacant Land,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2363
pub_vdl.2728,Scottish Borders,ESHIELS,PEEBLES02,INNERLEITHEN ROAD PEEBLES,S01012250,Unknown (uncertain/insufficient information),327263,639790,Local Authority,Private Gas,1981-1985,Manufacturing,0.19,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2328
pub_vdl.2703,Scottish Borders,ETTRICK MILL,CENSEL107,DUNSDALE ROAD SELKIRK TD7 5DY,S01012384,Unknown (uncertain/insufficient information),347243,629391,Local Authority,Not applicable (i.e. only one owner),Unknown,Manufacturing,0.69,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2319
pub_vdl.2704,Scottish Borders,LAND SOUTH EAST OF SENTRY KNOWE,CENSEL109,SENTRY KNOWE SELKIRK,S01012382,Developable - Short Term,347478,628268,Ownership unknown,Not applicable (i.e. only one owner),Unknown,Community & Health,0.21,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2315
pub_vdl.2705,Scottish Borders,LAND ADJOINING TWEED MILL (NW),CENSEL112,DUNSDALE ROAD SELKIRK,S01012384,Developable - Short Term,346939,629263,Ownership unknown,Not applicable (i.e. only one owner),Unknown,Manufacturing,0.15,Vacant Land,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2343
pub_vdl.2706,Scottish Borders,FORMER REFUSE TIP,COLD001,DUNS ROAD COLDSTREAM,S01012327,Developable - Medium Term,384083,640037,Other Private,Not applicable (i.e. only one owner),1980 or earlier,Community & Health,0.33,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2304
pub_vdl.2707,Scottish Borders,GAS HOLDER STATION,EYEMTH006,HARKAR CRESCENT EYEMOUTH,S01012315,Unknown (uncertain/insufficient information),394243,664398,Private Gas,Not applicable (i.e. only one owner),1991-1995,Storage,0.12,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2291
pub_vdl.2708,Scottish Borders,SITE OF FORMER BURNS BUILDING,GALA001,ROXBURGH STREET GALASHIELS,S01012276,Uneconomic to Develop/Soft End Use,348783,636364,Other Private,Not applicable (i.e. only one owner),1980 or earlier,Manufacturing,0.12,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2288
pub_vdl.2709,Scottish Borders,OLD REFUSE TIP,GALA032,WINSTON ROAD GALASHIELS,S01012286,Unknown (uncertain/insufficient information),351479,635328,Other Private,Not applicable (i.e. only one owner),Unknown,Community & Health,1.14,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2293
pub_vdl.2710,Scottish Borders,NETHERDALE ESTATE SOUTH,GALA046,NETHERDALE ESTATE GALASHIELS,S01012282,Developable - Short Term,350538,635184,Unknown Private,Not applicable (i.e. only one owner),Unknown,Manufacturing,0.45,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2331
pub_vdl.2711,Scottish Borders,EASTER LANGLEE STEADING,GALA047,EASTER LANGLEE GALASHIELS,S01012286,Developable - Medium Term,351873,635776,Unknown Private,Not applicable (i.e. only one owner),Unknown,Other,0.33,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2335
pub_vdl.2712,Scottish Borders,FORMER ABBATTOIR,GALA049,WINSTON ROAD GALASHIELS,S01012286,Unknown (uncertain/insufficient information),351415,635393,Other Private,Not applicable (i.e. only one owner),2011,Other,1.43,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2339
pub_vdl.2713,Scottish Borders,LAND NORTH OF CURRIE ROAD,GALA050,GALASHIELS,S01012285,Developable - Short Term,349800,635828,Unknown Private,Not applicable (i.e. only one owner),2011,Retailing,0.5,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2340
pub_vdl.2722,Scottish Borders,LAND ADJACENT TO HEATHER MILL,ISELKIRK01,WHINFIELD ROAD SELKIRK,S01012384,Unknown (uncertain/insufficient information),346599,628961,Other Private,Not applicable (i.e. only one owner),Unknown,Manufacturing,1.44,Derelict,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2284
pub_vdl.2723,Scottish Borders,FORMER HOWDENBURN PRIMARY SCHOOL,JEDB009,LOTHIAN ROAD JEDBURGH,S01012350,Developable - Short Term,365528,620212,Local Authority,Not applicable (i.e. only one owner),2021,Education,0.75,Vacant Land,S12000026,1aa58bd6-c9cf-4a03-93b7-9f6603cc4ab3,2025-12-03,2358
pub_vdl.2783,South Ayrshire,,GW004,MAIN STREET KIRKOSWALD,S01012422,Developable - Medium Term,224200,607530,Unknown Private,Not applicable (i.e. only one owner),1996-2000,Retailing,0.39,Vacant Land,S12000028,ec28bd2c-09cd-423c-b6c4-4cc8d18010a4,2025-11-30,2682
